Flight date,gross
2015-02-19,2393
2015-02-05,25606
2015-03-20,9996
2015-03-20,5315
2015-02-07,10399
2015-02-09,14032
2015-02-11,37033
2015-02-13,13114
2015-02-15,34139
2015-02-17,41583
2015-02-19,35643
2015-02-21,15715
2015-02-23,42072
2015-02-25,35534
2015-02-27,31301
2015-03-01,18973
2015-03-03,37007
2015-03-05,49233
2015-03-07,27357
2015-03-09,45566
2015-03-11,30882
2015-03-13,48307
2015-03-15,48050
2015-03-17,29119
2015-03-19,28423
2015-03-21,37363
2015-03-23,42806
2015-03-25,46858
2015-01-31,2568
2015-05-09,7565
2015-05-09,7267
2015-03-27,23783
2015-10-11,5402
2015-10-11,6731
2015-03-29,22674
2015-03-31,14536
2015-03-20,4085
2015-03-20,7520
2015-03-20,2095
2015-03-20,5953
2015-01-27,5817
2015-01-27,5905
2015-01-27,2660
2015-01-27,6571
2015-01-27,3395
2015-06-01,7879
2015-06-01,5426
2015-06-02,1309
2015-06-01,7026
2015-06-01,1548
2015-06-01,2168
2015-02-13,1559
2015-02-03,4123
2015-02-03,8866
2015-01-27,1520
2015-01-27,1013
2015-02-26,3887
2015-02-26,8093
2015-02-17,5804
2015-04-12,9808
2015-09-30,2973
2015-09-30,8981
2015-09-30,7527
2015-09-30,8548
2015-06-09,4180
2015-10-08,2303
2015-01-29,30360
2015-01-29,39127
2015-01-29,11359
2015-01-29,29975
2015-01-29,13473
2015-11-01,24011
2015-11-01,32811
2015-06-13,4269
2015-03-22,1332
2015-01-28,5298
2015-01-28,6854
2015-01-28,7636
2015-01-28,8933
2015-01-28,8745
2015-01-28,1197
2015-01-28,1619
2015-01-31,87710
2015-01-31,91738
2015-01-29,33414
2015-01-29,24699
2015-01-29,22624
2015-01-29,46706
2015-01-29,37644
2015-02-11,4403
2015-05-08,1095
2015-05-08,962
2015-05-08,1055
2015-05-11,3981
2015-05-11,6044
2015-08-15,95894
2015-06-26,6344
2015-06-26,4901
2015-06-03,9674
2015-06-03,6811
2015-06-03,5787
2015-06-07,9383
2015-01-29,1880
2015-01-29,1165
2015-01-29,1320
2015-01-29,1434
2015-01-29,649
2015-10-25,912
2015-03-05,63220
2015-03-05,92015
2015-03-05,70431
2015-03-05,68885
2015-03-10,67767
2015-03-10,51448
2015-03-10,61157
2015-03-10,80785
2015-03-17,89713
2015-03-17,69444
2015-03-17,72896
2015-03-17,59636
2015-03-24,61938
2015-03-24,72805
2015-03-24,60916
2015-03-24,82631
2015-01-10,4998
2015-05-04,7860
2015-05-04,3262
2015-05-11,2390
2015-05-11,5910
2015-05-18,38142
2015-05-25,48665
2015-06-01,17138
2015-06-08,2126
2015-01-31,1162
2015-01-31,1768
2015-10-09,6790
2015-10-09,4847
2015-02-14,34459
2015-02-14,23559
2015-02-14,31660
2015-02-14,39617
2015-01-31,8559
2015-01-31,9090
2015-01-31,4255
2015-01-31,2509
2015-02-02,1155
2015-02-02,1389
2015-05-14,9008
2015-05-14,6288
2015-05-18,6551
2015-05-18,4531
2015-05-24,5162
2015-05-24,2237
2015-05-24,2419
2015-05-24,5329
2015-06-14,6656
2015-06-14,4576
2015-06-14,6014
2015-06-14,7167
2015-06-21,6098
2015-07-12,7878
2015-07-19,6432
2015-07-26,8373
2015-08-02,6244
2015-08-09,7271
2015-08-16,8406
2015-08-23,4041
2015-08-30,4257
2015-09-13,2492
2015-09-20,8377
2014-12-31,91729
2015-02-25,2449
2015-03-15,863
2015-04-23,7806
2015-03-18,787
2015-03-18,1002
2015-03-18,502
2015-03-18,725
2015-05-09,1327
2015-02-25,39323
2015-03-22,644
2015-02-04,20701
2015-06-26,4144
2015-06-26,7726
2015-06-26,8905
2015-06-23,10916
2015-06-23,27984
2015-06-23,41640
2015-06-25,3532
2015-06-25,4547
2015-06-25,6758
2015-06-23,3937
2015-06-23,9282
2015-06-23,8149
2015-06-26,2168
2015-06-26,3194
2015-06-26,9267
2015-06-26,7185
2015-06-26,2614
2015-06-26,9930
2015-06-25,7610
2015-06-25,4517
2015-06-25,9034
2015-02-08,1415
2015-02-08,1696
2015-02-08,756
2015-02-17,1713
2015-02-17,857
2015-02-17,1378
2015-02-20,1846
2015-02-20,754
2015-02-20,1603
2015-02-08,1731
2015-02-08,504
2015-02-08,1385
2015-02-21,3389
2015-02-21,6696
2015-02-21,5560
2014-11-01,60736
2014-11-01,97795
2014-12-01,53408
2014-12-01,51711
2015-01-01,84818
2015-01-01,90106
2015-02-04,7848
2015-02-04,6723
2015-02-04,6396
2015-02-04,5201
2015-02-04,4278
2015-02-04,2624
2015-02-04,4603
2015-02-04,3231
2015-02-04,8873
2015-05-18,49236
2015-03-18,3678
2015-03-18,7934
2015-03-18,8921
2015-03-18,2033
2015-03-19,685
2015-03-17,9895
2015-10-05,7316
2015-10-05,2532
2015-06-25,16058
2015-06-25,5768
2015-06-25,849
2015-06-25,1354
2015-06-25,5764
2015-06-25,2458
2015-02-03,845
2015-01-31,58439
2015-02-04,30572
2015-02-04,38627
2015-02-04,44249
2015-02-04,42995
2015-02-04,23738
2015-03-30,28151
2015-11-01,9984
2015-10-31,7867
2015-10-31,9589
2015-10-29,12712
2015-10-29,25651
2015-02-04,9992
2014-09-30,69254
2014-09-30,90977
2014-09-30,76934
2014-10-31,80790
2014-10-31,68000
2014-10-31,53091
2014-11-30,71981
2014-11-30,96396
2014-11-30,71107
2014-12-31,64796
2014-12-31,90066
2014-12-31,91952
2015-01-31,74132
2015-01-31,69711
2015-01-31,88063
2015-08-01,6867
2015-08-08,9570
2015-08-15,4755
2015-08-22,8607
2015-08-29,6386
2016-05-26,21309
2016-05-26,2949
2015-04-02,2794
2015-01-31,62863
2015-02-05,5266
2015-02-05,3880
2015-02-05,6243
2015-02-10,9145
2015-02-15,18113
2015-02-08,43867
2015-02-08,36493
2015-02-15,71877
2015-02-15,59077
2015-02-15,65122
2015-04-04,9225
2015-05-12,9398
2015-02-08,1858
2015-02-08,1276
2015-08-11,33385
2015-08-11,37003
2015-08-17,4472
2015-08-17,3275
2015-08-11,2507
2015-08-11,3435
2015-06-05,7529
2015-06-05,3210
2015-06-10,26206
2015-03-04,6864
2015-03-11,2147
2015-03-11,2365
2015-03-11,7856
2015-03-11,7603
2015-11-25,5231
2015-02-10,8873
2015-02-11,44607
2015-02-11,45662
2015-05-29,4404
2015-07-28,8353
2015-02-27,6547
2015-08-01,2623
2015-02-10,4272
2015-09-27,7614
2015-05-01,8521
2015-09-19,1628
2015-09-19,1410
2015-09-19,1549
2015-09-19,1862
2015-03-07,4896
2015-02-17,9966
2015-01-12,8766
2015-02-11,1153
2015-02-11,877
2015-02-16,11075
2015-02-16,29429
2015-02-16,49145
2015-02-12,33535
2015-02-12,21704
2015-02-12,27365
2015-02-12,28191
2015-02-12,48260
2015-02-11,7187
2015-02-11,9087
2015-02-12,2434
2015-02-12,8729
2015-02-12,9535
2015-02-12,7363
2015-02-12,4898
2015-02-14,6817
2015-08-03,41002
2015-08-03,23079
2015-08-10,27282
2015-08-10,37564
2015-08-31,44506
2015-08-31,47001
2015-08-17,30882
2015-08-17,44449
2015-08-24,30834
2015-08-24,41640
2015-02-21,2298
2015-09-03,29283
2016-05-09,9032
2016-05-09,5678
2015-02-13,932
2015-02-13,873
2015-06-22,8289
2015-06-22,8768
2015-02-17,92510
2015-02-18,37706
2015-02-28,70549
2015-02-28,97553
2015-02-18,25762
2015-05-10,2056
2015-02-14,8432
2015-02-14,3184
2015-02-14,5125
2015-02-14,7933
2015-02-14,6800
2015-04-15,47564
2015-04-15,46118
2015-04-15,49718
2015-04-15,10297
2015-04-15,30926
2015-04-15,10415
2015-03-24,59166
2015-03-24,67074
2015-03-31,68968
2015-03-31,70490
2015-02-24,5734
2015-04-14,78761
2015-04-14,73782
2015-04-28,63270
2015-04-28,90525
2015-05-12,51860
2015-05-12,71834
2015-05-26,75529
2015-05-26,84100
2015-06-09,70111
2015-06-09,92818
2015-06-23,99486
2015-06-23,84898
2015-03-10,1007
2015-07-07,51604
2015-07-07,56418
2015-07-21,70105
2015-07-21,64784
2015-08-04,85803
2015-08-04,87559
2015-08-18,89907
2015-08-18,72501
2015-09-01,98990
2015-09-01,65730
2015-02-16,37619
2015-02-16,15873
2015-02-16,42674
2015-02-16,23163
2015-02-16,46283
2015-10-16,8715
2015-10-16,5603
2015-09-15,83681
2015-09-15,51293
2015-09-29,73193
2015-09-29,62284
2015-10-13,99046
2015-10-13,87850
2015-10-27,90893
2015-10-27,96722
2015-11-10,89853
2015-11-10,80996
2015-11-24,83476
2015-11-24,93921
2015-05-07,7407
2015-06-26,683
2015-01-29,41935
2015-02-16,5182
2015-02-16,8914
2015-02-16,8235
2015-02-16,9272
2015-02-16,3563
2016-04-29,7537
2016-04-29,6806
2016-05-09,3669
2016-05-09,2775
2016-05-19,6101
2016-05-19,3068
2016-05-31,4721
2016-05-31,3497
2016-06-11,35632
2016-06-11,18269
2016-06-18,19187
2016-06-18,49131
2016-06-25,9632
2016-06-25,3133
2016-07-02,7113
2016-07-02,6085
2016-07-09,38986
2016-07-09,35916
2016-07-16,31121
2016-07-16,31923
2016-07-23,2989
2016-07-23,3111
2016-07-30,5322
2016-07-30,8263
2016-08-06,7842
2016-08-06,3647
2016-08-15,9893
2016-08-15,9417
2015-09-23,13947
2015-09-27,40441
2015-02-17,2518
2015-05-29,7125
2015-02-18,4647
2015-03-03,740
2015-02-18,8870
2015-02-18,5106
2015-02-18,8327
2015-02-18,3810
2015-02-18,2924
2015-03-03,3460
2015-03-03,4304
2015-02-24,33479
2015-02-24,29059
2015-03-27,3985
2015-03-27,9795
2015-03-27,7230
2015-03-27,8824
2015-03-27,4688
2015-03-27,3725
2015-03-27,7696
2015-03-27,7882
2015-03-27,8080
2015-10-16,2974
2015-10-16,6025
2015-10-16,4518
2015-02-19,5943
2015-06-20,4053
2015-03-01,9113
2015-03-08,43539
2015-03-01,6577
2015-09-24,2800
2015-10-09,8588
2015-10-09,3964
2015-04-09,40787
2015-04-09,16797
2015-04-27,45516
2015-05-04,32328
2015-05-11,15983
2015-05-18,21497
2015-05-25,25996
2015-07-06,44357
2015-07-13,29412
2015-07-20,25640
2015-07-27,18793
2015-08-03,10140
2015-08-10,15591
2015-08-17,40820
2015-08-24,11511
2015-08-31,24999
2015-09-07,25328
2015-09-14,27900
2015-09-21,24874
2015-09-28,29935
2015-10-05,25770
2015-06-18,39475
2015-02-19,7607
2015-02-23,617
2015-02-23,1957
2015-02-23,40992
2015-02-23,23973
2015-02-23,43828
2015-02-23,38328
2015-02-23,25061
2015-02-19,9372
2015-03-01,29200
2015-02-20,8164
2015-03-18,5126
2015-03-18,6030
2015-03-18,2152
2015-03-18,2477
2015-03-18,8737
2015-03-18,7742
2015-03-18,8260
2015-03-18,9686
2015-03-18,8067
2015-11-14,66520
2015-06-10,4608
2015-05-25,1748
2015-05-25,1901
2015-03-11,19468
2015-03-11,21203
2015-03-08,13691
2015-03-03,8531
2015-02-25,6572
2015-02-25,3701
2015-03-07,874
2015-08-03,29160
2015-08-03,34517
2015-08-10,13954
2015-08-10,17312
2015-08-17,17026
2015-08-17,24345
2015-08-24,48438
2015-08-24,29399
2015-08-31,30638
2015-08-31,25012
2015-08-03,39695
2015-08-03,48518
2015-08-10,22777
2015-08-10,26852
2015-08-17,17192
2015-08-17,13993
2015-08-24,18740
2015-08-24,46510
2015-08-31,36094
2015-08-31,21030
2015-08-04,38976
2015-08-04,16699
2015-08-11,44102
2015-08-11,46544
2015-08-18,30070
2015-08-18,19541
2015-08-25,16574
2015-08-25,45823
2015-08-04,36893
2015-08-04,26444
2015-08-11,18907
2015-08-11,38941
2015-08-18,32979
2015-08-18,28899
2015-08-25,43909
2015-08-25,38707
2015-08-06,20403
2015-08-06,40776
2015-08-13,43092
2015-08-13,14657
2015-08-20,13239
2015-08-20,16888
2015-08-27,39369
2015-08-27,33055
2015-08-06,17284
2015-08-06,39073
2015-08-13,30939
2015-08-13,43323
2015-08-20,33120
2015-08-20,14289
2015-08-27,11485
2015-08-27,28844
2015-09-01,15646
2015-09-01,39980
2015-09-01,30679
2015-09-01,21094
2015-05-08,3753
2015-05-15,5791
2015-05-22,7442
2015-05-29,8911
2015-06-05,3378
2015-07-10,4180
2015-07-17,7898
2015-07-24,3268
2015-07-31,4616
2015-07-31,9731
2015-07-31,9245
2015-07-31,3083
2015-07-31,2631
2015-08-07,7666
2015-08-14,8056
2015-08-21,4601
2015-08-21,3242
2015-08-21,9556
2015-08-28,6380
2015-09-04,2039
2015-09-11,5125
2015-09-18,4275
2015-09-25,9654
2015-04-23,1991
2015-04-23,561
2015-02-25,982
2015-02-25,973
2015-06-08,9495
2015-04-26,1989
2015-04-26,1523
2015-04-26,1243
2015-04-26,1256
2015-02-24,1920
2015-02-24,1083
2015-04-19,40834
2015-04-26,27177
2015-05-03,19555
2015-05-10,37124
2015-05-17,34406
2015-05-24,33156
2015-05-31,43695
2015-06-07,40257
2015-06-14,11436
2015-06-21,26500
2015-06-28,28070
2015-07-05,45561
2015-07-12,39634
2015-07-19,13881
2015-07-26,49399
2015-08-02,22082
2015-08-09,13597
2015-08-16,39816
2015-08-23,13736
2015-08-30,33644
2015-09-06,31234
2015-09-13,26851
2015-09-20,35004
2015-09-27,28365
2015-10-04,28959
2015-08-05,27107
2015-08-12,15198
2015-08-19,46179
2015-08-19,14554
2015-08-12,37187
2015-08-19,30525
2015-08-26,34234
2016-01-25,7502
2015-03-21,859
2015-03-21,1163
2015-04-20,29140
2015-07-12,6547
2015-06-04,3542
2015-05-16,28537
2015-05-16,49503
2015-02-27,9922
2015-02-27,3386
2015-02-27,9246
2015-02-27,6399
2015-02-28,57528
2015-05-03,48851
2015-05-03,1512
2015-02-28,1191
2015-03-11,3905
2015-03-11,2571
2015-03-02,6641
2015-03-02,5633
2015-03-02,3775
2015-03-02,5880
2015-03-04,9659
2016-02-12,4994
2015-04-30,4729
2015-09-19,2767
2015-10-11,34705
2015-10-11,35080
2015-10-11,48040
2015-10-18,20925
2015-10-18,33747
2015-10-18,31290
2015-10-25,37066
2015-10-25,15846
2015-10-25,20107
2015-11-01,34068
2015-11-01,35551
2015-11-01,33623
2015-10-09,4490
2015-10-16,8722
2015-10-16,9345
2015-03-02,8786
2015-03-02,7290
2015-03-02,2005
2015-03-02,8432
2015-03-02,7525
2015-02-01,62136
2015-02-01,52417
2015-06-18,46216
2015-06-18,32557
2015-06-18,24298
2015-06-18,36353
2015-06-18,23256
2015-09-13,6419
2015-09-13,8172
2015-09-13,7545
2015-09-13,3877
2015-03-07,1981
2015-03-14,1689
2015-03-21,1864
2015-02-19,1638
2015-02-19,1651
2015-06-18,47464
2015-06-18,12050
2015-06-18,46279
2015-06-18,31683
2015-06-18,17688
2015-06-18,42898
2015-06-18,38720
2015-06-18,39993
2015-03-15,9578
2015-03-09,6038
2015-10-09,7432
2015-10-09,3762
2015-10-11,4604
2015-10-11,4728
2015-10-09,2500
2015-10-09,6678
2015-03-10,7973
2015-02-28,82414
2015-10-19,3701
2015-10-19,3048
2015-03-05,7141
2015-03-05,2005
2015-03-11,31464
2015-03-06,1514
2015-03-06,1462
2015-03-06,9096
2015-03-06,8270
2015-03-06,8516
2015-03-06,4709
2015-03-06,3759
2015-03-06,906
2015-03-06,844
2015-03-06,1565
2015-03-06,1759
2015-10-03,7188
2015-10-03,6317
2015-03-17,8448
2015-05-08,1423
2015-05-08,511
2015-05-07,8916
2015-05-06,1864
2015-05-08,1262
2015-05-06,1380
2015-05-07,4753
2015-05-07,5316
2015-05-06,1581
2015-03-17,986
2015-03-17,783
2015-03-12,20361
2015-03-07,35760
2015-10-10,29608
2015-10-10,14484
2015-10-10,37327
2015-10-17,24452
2015-10-17,35773
2015-10-17,17631
2015-10-24,22990
2015-10-24,28507
2015-10-24,21232
2015-10-31,42610
2015-10-31,41968
2015-10-31,29959
2015-10-10,36800
2015-10-17,18461
2015-10-24,12918
2015-10-31,40983
2015-10-17,38110
2015-10-17,22084
2015-10-24,12569
2015-10-24,36347
2015-10-31,15693
2015-10-31,22054
2015-10-17,39753
2015-10-24,10846
2015-10-31,47091
2015-09-22,7068
2015-09-22,9209
2015-03-09,5188
2015-03-09,4211
2015-05-02,2403
2015-05-02,3057
2015-05-03,6769
2015-05-03,5547
2015-05-04,5687
2015-05-04,4119
2015-05-04,47073
2015-05-04,47602
2015-05-08,5238
2015-05-08,8832
2015-05-13,3432
2015-05-13,6523
2015-05-18,4497
2015-05-18,9204
2015-05-23,9649
2015-05-23,9030
2015-04-01,3131
2015-06-12,8083
2015-03-27,2182
2015-04-30,9872
2015-04-18,2314
2015-04-18,3972
2015-04-18,4430
2015-04-18,2456
2015-03-10,1949
2015-03-10,1447
2015-03-10,658
2015-03-10,695
2015-03-10,1004
2015-09-02,10302
2015-06-01,1896
2015-10-11,6807
2015-03-10,28586
2015-03-10,33934
2015-09-24,3448
2015-09-24,3296
2015-03-13,6630
2015-03-13,9592
2015-03-25,23169
2015-03-11,1697
2015-03-11,1227
2015-03-11,503
2015-03-11,1459
2015-03-11,604
2015-03-11,1865
2015-07-10,1793
2015-07-10,2148
2015-07-10,4084
2015-07-10,9019
2015-04-20,8505
2016-04-25,2416
2016-04-25,6424
2015-05-25,5371
2015-05-25,70634
2015-05-25,6333
2015-03-11,2245
2015-03-11,9138
2015-03-19,701
2015-03-17,9633
2015-03-17,9606
2015-05-11,2711
2015-06-18,18542
2015-09-15,1179
2015-09-15,1767
2015-09-14,7316
2015-09-14,9880
2015-09-14,7644
2015-09-14,8803
2015-09-22,8970
2015-09-22,9277
2015-09-14,2426
2015-09-14,4226
2015-09-14,1022
2015-09-14,1407
2015-09-14,1452
2015-09-14,705
2015-09-14,1438
2015-09-14,1356
2015-03-15,6775
2015-03-13,1017
2015-03-13,36024
2015-03-13,37169
2015-03-13,29130
2015-03-13,42487
2015-03-13,20772
2015-06-23,41862
2015-06-03,17884
2015-06-10,30375
2015-06-17,10575
2015-06-24,13504
2015-06-03,26442
2015-06-10,42698
2015-06-17,20799
2015-06-01,22511
2015-06-24,25495
2015-06-07,48508
2015-06-14,36729
2015-06-21,29832
2015-06-28,25146
2015-06-16,34163
2015-06-23,27376
2015-06-30,49289
2015-06-18,49234
2015-06-25,46936
2015-06-08,19119
2015-06-19,32721
2015-06-26,39388
2015-06-20,21222
2015-06-27,11508
2015-06-21,5570
2015-06-28,46093
2015-06-21,48406
2015-06-28,28479
2015-06-22,12157
2015-06-29,29178
2015-06-15,28107
2015-06-22,25928
2015-06-29,43908
2015-06-22,29525
2015-06-29,39886
2015-06-23,12241
2015-06-30,33279
2015-06-23,39662
2015-06-30,12445
2015-06-23,15639
2015-06-30,33674
2015-06-22,22852
2014-06-23,19323
2015-06-30,38437
2015-06-24,15060
2015-06-25,42941
2015-06-26,28259
2015-06-29,19437
2015-06-29,11953
2015-06-28,45296
2015-06-23,25337
2015-06-30,49001
2015-06-16,36744
2015-06-17,22010
2015-06-24,36279
2015-06-18,10024
2015-06-25,23997
2015-06-19,8521
2015-06-26,44771
2015-06-19,20024
2015-06-26,22125
2015-06-02,16009
2015-06-20,14753
2015-06-27,23269
2015-06-20,22299
2015-06-27,11945
2015-06-20,46637
2015-06-27,32509
2015-06-21,13465
2015-06-28,49522
2015-06-21,30723
2015-06-28,43400
2015-06-09,40981
2015-06-21,19359
2015-06-28,22829
2014-06-21,46688
2015-06-28,24172
2015-06-08,27226
2015-07-08,47840
2015-06-22,16556
2015-06-29,11811
2015-06-09,14731
2015-07-08,40494
2015-06-16,27109
2015-06-22,22830
2015-06-29,34996
2015-06-10,30243
2015-07-10,44094
2015-06-24,36493
2015-04-01,30405
2015-04-08,15981
2015-04-15,24928
2015-04-22,34750
2015-05-24,47447
2014-05-31,11353
2015-05-04,22038
2015-05-11,12652
2015-05-18,20006
2015-05-25,25349
2015-05-04,49082
2015-05-11,17672
2015-05-18,37006
2015-05-02,13329
2015-05-25,11180
2015-05-08,12537
2015-05-15,43758
2015-05-22,42558
2015-05-29,13616
2015-05-17,17748
2015-05-24,39341
2015-05-31,39400
2015-05-19,16032
2015-05-26,45161
2015-05-09,12455
2015-05-20,48618
2015-05-27,30162
2015-05-21,46623
2015-05-28,36121
2015-05-22,9704
2015-05-29,22048
2015-05-22,39017
2015-05-29,38612
2015-05-23,21824
2015-05-30,18596
2015-05-16,45432
2015-05-23,18992
2015-05-30,49016
2015-05-23,13197
2015-05-30,31809
2015-05-24,20988
2015-05-31,19809
2015-05-24,43289
2015-05-31,45177
2015-05-24,29748
2015-05-31,36396
2015-05-23,32517
2014-05-24,32591
2015-05-31,12341
2015-05-25,16892
2015-05-26,25490
2015-05-27,43599
2015-05-01,17359
2015-05-08,41910
2015-05-15,16406
2015-05-30,22536
2015-05-03,40969
2015-05-10,14809
2015-05-17,49595
2015-07-23,25036
2015-07-22,18430
2015-07-29,11766
2015-07-16,20302
2015-07-23,41010
2015-07-30,43176
2015-08-04,3833
2015-08-11,41531
2015-08-18,29997
2015-08-04,48541
2015-08-11,45148
2015-08-18,39151
2015-08-05,42241
2015-08-12,41824
2015-08-05,48318
2015-08-12,42853
2015-08-05,29089
2015-08-12,24823
2015-08-23,47464
2015-08-01,16622
2015-08-08,39508
2015-07-03,22717
2015-07-10,24277
2015-07-17,30453
2015-07-24,31355
2015-07-03,11432
2015-07-10,12510
2015-07-17,28152
2015-07-01,35187
2015-07-24,48339
2015-07-07,10153
2015-07-14,42184
2015-07-21,18102
2015-07-28,30982
2015-07-16,43239
2015-07-23,14717
2015-07-30,27675
2015-07-18,22980
2015-07-25,35746
2015-07-08,48684
2015-07-19,45677
2015-07-26,49431
2015-07-20,20523
2015-07-27,14798
2015-07-21,6039
2015-07-28,15184
2015-07-21,29694
2015-07-28,12851
2015-07-22,10583
2015-07-29,27066
2015-07-15,43089
2015-07-22,36171
2015-07-29,43693
2015-07-22,44701
2015-07-29,12820
2015-07-23,21928
2015-07-30,31818
2015-07-23,17534
2015-07-30,42021
2015-07-23,29145
2015-07-30,29755
2015-07-22,21118
2014-07-23,19610
2015-07-30,13843
2015-07-24,13880
2015-07-25,49015
2015-07-26,12220
2015-07-02,10646
2015-07-21,45480
2015-07-28,14323
2015-07-21,26332
2015-07-28,41194
2015-07-09,25918
2015-07-21,29076
2015-07-28,11112
2014-07-21,12941
2015-07-28,26475
2015-07-08,36061
2015-08-07,49153
2015-07-22,40745
2015-07-09,44423
2015-08-07,24317
2015-07-16,21299
2015-07-22,13349
2015-07-10,21244
2015-08-09,27608
2015-07-24,33057
2015-07-28,11871
2015-07-26,43793
2015-07-15,18231
2015-08-23,17062
2015-09-13,25242
2015-09-01,38671
2015-09-08,46320
2015-09-02,15421
2015-09-09,38852
2015-09-03,19359
2015-09-10,26066
2015-09-04,5066
2015-09-11,14047
2015-09-04,39730
2015-09-11,40818
2015-11-29,41373
2015-12-06,26287
2015-11-29,28074
2015-12-06,14086
2015-11-29,39186
2015-12-06,14184
2015-12-13,26962
2015-12-13,45852
2015-12-13,41866
2015-08-23,27572
2015-08-30,11543
2015-09-06,49988
2015-08-23,31028
2015-08-30,28678
2015-08-23,24218
2015-08-30,28214
2014-08-23,31555
2015-08-30,22014
2015-09-06,21193
2015-08-03,24104
2015-09-06,21913
2015-09-06,40184
2015-08-10,49261
2015-08-17,27607
2015-08-24,48106
2015-08-03,28874
2015-08-10,27472
2015-08-17,17412
2015-08-01,32394
2015-08-24,41196
2015-08-07,17030
2015-08-14,48614
2015-08-21,39117
2015-08-28,43568
2015-08-16,41825
2015-08-23,23082
2015-08-30,19624
2015-08-18,46715
2015-08-25,48019
2015-08-08,26733
2015-08-19,26663
2015-08-26,11976
2015-08-20,38114
2015-08-27,24516
2015-08-21,2630
2015-08-28,16246
2015-08-21,21108
2015-08-28,39823
2015-08-22,38168
2015-08-29,29518
2015-08-15,21044
2015-08-22,48524
2015-08-29,10635
2015-08-22,31688
2015-08-29,30401
2015-08-23,32075
2015-08-30,42954
2015-08-23,28802
2015-08-30,47603
2015-08-23,24603
2015-08-30,23182
2015-08-22,22819
2014-08-23,20754
2015-08-30,10898
2015-08-24,30643
2015-08-25,31909
2015-08-26,19243
2015-08-02,45482
2015-08-09,18875
2015-08-08,25040
2015-09-07,33530
2015-08-22,43340
2015-08-29,14770
2015-08-09,27790
2015-09-07,34805
2015-08-16,17353
2015-08-22,10580
2015-08-10,30277
2015-09-09,18794
2015-08-24,10769
2015-08-29,21740
2015-08-30,20914
2015-08-31,39138
2015-08-31,13411
2015-09-06,42487
2015-09-23,47710
2015-09-03,32566
2015-09-10,16992
2015-09-17,41077
2015-09-24,37558
2015-09-03,47603
2015-09-10,30306
2015-09-17,44465
2015-09-01,42782
2015-09-24,37384
2015-09-07,26556
2015-09-14,42555
2015-09-21,38092
2015-09-28,41888
2015-09-16,13028
2015-09-23,41343
2015-09-30,26073
2015-09-18,17280
2015-09-25,10003
2015-09-08,45112
2015-09-19,18471
2015-09-26,23638
2015-09-20,17654
2015-09-27,25823
2015-09-21,7940
2015-09-28,39532
2015-09-21,11033
2015-09-28,20865
2015-09-22,35055
2015-09-29,21218
2015-09-15,49757
2015-09-22,31587
2015-09-29,10731
2015-09-22,38096
2015-09-29,23845
2015-09-23,15433
2015-09-30,28952
2015-09-23,18585
2015-09-30,37230
2015-09-23,12147
2015-09-30,37128
2015-09-22,32887
2014-09-23,23356
2015-09-30,37413
2015-09-24,23954
2015-09-25,23010
2015-09-26,41424
2015-09-23,15823
2015-09-30,11717
2015-09-16,49959
2015-09-17,28270
2015-09-24,29815
2015-09-18,47709
2015-09-25,43786
2015-09-19,9982
2015-09-26,12395
2015-09-19,47993
2015-09-26,10064
2015-09-02,24129
2015-09-20,17527
2015-09-27,11734
2015-09-20,19784
2015-09-27,33865
2015-09-20,22371
2015-09-27,18103
2015-09-21,29088
2015-09-28,32433
2015-09-21,48291
2015-09-28,18603
2015-09-09,45085
2015-09-21,16564
2015-09-28,26360
2014-09-21,42299
2015-09-28,29622
2015-09-08,24443
2015-10-08,30931
2015-09-22,10603
2015-09-09,30972
2015-10-08,25113
2015-09-16,18023
2015-09-22,16131
2015-09-29,35090
2015-09-10,13179
2015-10-10,26685
2015-09-24,16058
2015-10-07,23120
2015-10-01,40251
2015-10-01,23107
2015-04-11,3555
2015-04-11,2374
2015-04-11,3634
2015-10-03,31089
2015-10-03,43062
2015-10-10,10245
2015-10-17,20256
2015-10-01,44516
2015-10-24,11866
2015-10-16,31167
2015-10-18,13930
2015-10-25,20275
2015-10-08,48314
2015-10-20,18937
2015-10-27,18691
2015-10-21,3020
2015-10-28,29585
2015-10-21,16240
2015-10-22,44468
2015-10-29,33866
2015-10-15,26742
2015-10-22,22795
2015-10-29,41196
2015-10-23,19778
2015-10-30,28290
2015-10-22,20703
2014-10-23,34307
2015-10-24,12223
2015-10-25,30003
2015-10-08,37169
2015-03-13,3034
2015-10-20,7459
2015-10-20,6340
2015-10-21,2946
2015-10-19,6589
2015-03-24,4024
2015-10-24,5461
2015-10-24,3389
2015-05-28,8622
2015-05-28,5402
2015-05-28,8008
2015-05-28,8199
2015-06-02,2778
2015-06-02,8874
2015-06-02,9988
2015-06-02,7646
2015-09-25,5836
2015-09-25,2388
2015-03-16,29675
2015-03-16,34563
2015-03-16,47043
2015-03-16,22349
2015-03-16,10021
2015-04-12,8873
2015-03-17,7551
2015-03-17,9617
2015-03-17,6179
2015-03-17,6846
2015-03-17,5217
2015-03-17,8241
2015-03-20,2196
2015-06-17,30474
2015-06-18,8278
2015-06-15,3107
2015-09-11,7438
2015-04-01,35349
2015-04-01,29105
2015-04-01,45441
2015-04-01,17699
2015-04-06,11724
2015-04-06,19121
2015-04-06,37713
2015-04-06,20604
2015-04-27,5780
2015-11-14,4629
